ds,yhat,yhat_lower,yhat_upper,sku_id,sku_name,segment
2022-01-31,6530.975322327619,5746.791894306807,7289.164567447939,SKU0018,BrandF Water,AY
2022-02-07,6794.2578174422,5968.477153946686,7560.886356058825,SKU0018,BrandF Water,AY
2022-02-14,6940.868534617264,6150.330721014606,7706.324750728652,SKU0018,BrandF Water,AY
2022-02-21,6833.870198453893,6058.96107414265,7615.8368819847365,SKU0018,BrandF Water,AY
2022-02-28,6633.198223887419,5855.635161648623,7394.843373883768,SKU0018,BrandF Water,AY
2022-03-07,6589.676627721357,5827.779000152042,7307.424846763718,SKU0018,BrandF Water,AY
2022-03-14,6720.834103392092,5966.997588042653,7500.546394808041,SKU0018,BrandF Water,AY
2022-03-21,6787.892006700912,6008.62139755214,7583.896238091179,SKU0018,BrandF Water,AY
2022-03-28,6620.959813147032,5833.175491473834,7383.437783391217,SKU0018,BrandF Water,AY
2022-04-04,6375.249880578591,5596.439985088896,7130.609196824488,SKU0018,BrandF Water,AY
2022-04-11,6359.745962787358,5558.756417736802,7111.382043038154,SKU0018,BrandF Water,AY
2022-04-18,6627.28343070742,5890.250487608573,7384.1566958163685,SKU0018,BrandF Water,AY
2022-04-25,6862.252342026355,6141.277861301614,7627.107292841061,SKU0018,BrandF Water,AY
2022-05-02,6766.5672649597145,5987.19014602557,7503.994547629769,SKU0018,BrandF Water,AY
2022-05-09,6503.2807222886295,5734.934549289512,7252.358761221882,SKU0018,BrandF Water,AY
2022-05-16,6620.670339768023,5848.886133993846,7398.365813890172,SKU0018,BrandF Water,AY
2022-05-23,7471.865215975858,6703.7451009153265,8223.866586314813,SKU0018,BrandF Water,AY
2022-05-30,8774.558016823445,8000.198535632637,9551.981700193113,SKU0018,BrandF Water,AY
2022-06-06,9837.669118976492,9028.78952228663,10631.040159866769,SKU0018,BrandF Water,AY
2022-06-13,10222.41969297567,9494.33130856241,10986.36748845629,SKU0018,BrandF Water,AY
2022-06-20,10104.459154098717,9353.09594493335,10909.208735684626,SKU0018,BrandF Water,AY
2022-06-27,9965.883864809399,9196.266661914407,10722.802385915817,SKU0018,BrandF Water,AY
2022-07-04,10031.486882471723,9189.310521405208,10803.311290390651,SKU0018,BrandF Water,AY
2022-07-11,10121.837024593207,9354.502955222879,10872.464870396803,SKU0018,BrandF Water,AY
2022-07-18,10033.011321060138,9210.514250538286,10835.635322453183,SKU0018,BrandF Water,AY
2022-07-25,9889.512516079858,9114.427725014028,10634.701948018594,SKU0018,BrandF Water,AY
2022-08-01,9977.383520047868,9177.379645985377,10724.646705612366,SKU0018,BrandF Water,AY
2022-08-08,10269.307427203115,9501.179562916159,11081.597020192123,SKU0018,BrandF Water,AY
2022-08-15,10290.480615110817,9507.877227706296,11078.910269239725,SKU0018,BrandF Water,AY
2022-08-22,9581.844060120238,8835.915800574789,10361.286644419306,SKU0018,BrandF Water,AY
2022-08-29,8262.886426574096,7510.441443038414,9092.89854112819,SKU0018,BrandF Water,AY
2022-09-05,7016.396371456569,6273.294992532097,7817.45793618968,SKU0018,BrandF Water,AY
2022-09-12,6463.617694929626,5669.867034313028,7175.927666721393,SKU0018,BrandF Water,AY
2022-09-19,6599.826934773794,5845.720679840398,7403.115414621005,SKU0018,BrandF Water,AY
2022-09-26,6889.84814550713,6091.046175673696,7651.550626105931,SKU0018,BrandF Water,AY
2022-10-03,6873.967225987297,6115.311258013827,7602.345765102225,SKU0018,BrandF Water,AY
2022-10-10,6590.497387060239,5813.969536580505,7345.036742970151,SKU0018,BrandF Water,AY
2022-10-17,6400.9154378373305,5719.328520881054,7165.1628365177085,SKU0018,BrandF Water,AY
2022-10-24,6506.072414766987,5735.4683117884,7254.533235815912,SKU0018,BrandF Water,AY
2022-10-31,6740.796628664933,5928.105954344273,7496.501514681574,SKU0018,BrandF Water,AY
2022-11-07,6822.469237269021,6064.344882533447,7599.139544737129,SKU0018,BrandF Water,AY
2022-11-14,6690.915480259333,5892.80698102863,7455.104004611021,SKU0018,BrandF Water,AY
2022-11-21,6534.0335778346325,5700.9429316717715,7276.904824633677,SKU0018,BrandF Water,AY
2022-11-28,6532.333480601419,5791.4343155643755,7296.667917265561,SKU0018,BrandF Water,AY
2022-12-05,6680.721697928172,5908.7992638019505,7405.943518874682,SKU0018,BrandF Water,AY
2022-12-12,6857.982631648085,6073.212974454524,7648.190732945802,SKU0018,BrandF Water,AY
2022-12-19,6990.389661491729,6248.296052032718,7788.522144268417,SKU0018,BrandF Water,AY
2022-12-26,7070.119791486211,6331.5248712719,7846.627793313695,SKU0018,BrandF Water,AY
2023-01-02,7061.401725305379,6279.645455077084,7844.565563787359,SKU0018,BrandF Water,AY
2023-01-09,6899.576591912585,6189.850421179431,7661.59852940509,SKU0018,BrandF Water,AY
2023-01-16,6621.714396298454,5859.930383065896,7432.953812492498,SKU0018,BrandF Water,AY
2023-01-23,6420.480787344196,5637.437368838085,7241.546277253001,SKU0018,BrandF Water,AY
2023-01-30,6474.211171183897,5690.175993566028,7214.893439248181,SKU0018,BrandF Water,AY
2023-02-06,6725.315333653652,5971.1466196326965,7522.3269922747395,SKU0018,BrandF Water,AY
2023-02-13,6908.070618792927,6066.59147957698,7654.545250166153,SKU0018,BrandF Water,AY
2023-02-20,6839.722170792785,6073.2836396132925,7576.142688956007,SKU0018,BrandF Water,AY
2023-02-27,6632.41831181832,5845.383322128637,7375.074738029696,SKU0018,BrandF Water,AY
2023-03-06,6547.223251228981,5800.005131638737,7278.638352855747,SKU0018,BrandF Water,AY
2023-03-13,6657.589323074503,5882.2511267759455,7388.3172549804085,SKU0018,BrandF Water,AY
2023-03-20,6753.002339289199,5941.704792477895,7527.948845725459,SKU0018,BrandF Water,AY
2023-03-27,6623.561153010483,5860.117732986595,7422.725164378988,SKU0018,BrandF Water,AY
2023-04-03,6365.546299287838,5601.501234125042,7159.632900693973,SKU0018,BrandF Water,AY
2023-04-10,6290.414351873808,5503.817350744932,7063.7714332447,SKU0018,BrandF Water,AY
2023-04-17,6519.906416195847,5769.806900479845,7301.2642014248695,SKU0018,BrandF Water,AY
2023-04-24,6787.693910334622,5972.561436344223,7558.45945180991,SKU0018,BrandF Water,AY
2023-05-01,6752.594809690429,5975.103195063024,7516.979886574531,SKU0018,BrandF Water,AY
2023-05-08,6481.388232203997,5675.667995116808,7257.6055648894535,SKU0018,BrandF Water,AY
2023-05-15,6487.842427385142,5755.838622015237,7249.637498426487,SKU0018,BrandF Water,AY
2023-05-22,7206.376975444742,6479.666510048155,7981.662095563555,SKU0018,BrandF Water,AY
2023-05-29,8472.621975007536,7669.3298614024525,9251.10589147261,SKU0018,BrandF Water,AY
2023-06-05,9623.625571871426,8932.528345153547,10340.021083731135,SKU0018,BrandF Water,AY
2023-06-12,10131.154689599198,9352.620976920374,10862.61557605969,SKU0018,BrandF Water,AY
2023-06-19,10065.711492633423,9338.714763705257,10875.080278726486,SKU0018,BrandF Water,AY
2023-06-26,9898.5278635984,9100.010750922234,10635.272749262205,SKU0018,BrandF Water,AY
2023-07-03,9929.371751309043,9181.67535914067,10750.948990993678,SKU0018,BrandF Water,AY
2023-07-10,10033.529085051898,9302.556055787303,10846.76633239188,SKU0018,BrandF Water,AY
2023-07-17,9975.685809008568,9203.98749150274,10692.172037001896,SKU0018,BrandF Water,AY
2023-07-24,9816.98436913698,9045.426635618313,10530.745860068308,SKU0018,BrandF Water,AY
2023-07-31,9848.649620892204,9098.761940949546,10625.063054458966,SKU0018,BrandF Water,AY
2023-08-07,10126.745620704098,9360.740803489784,10833.018473066453,SKU0018,BrandF Water,AY
2023-08-14,10236.852326290158,9479.160664758403,10952.215680821775,SKU0018,BrandF Water,AY
2023-08-21,9668.381037735926,8886.178875041885,10426.735186210506,SKU0018,BrandF Water,AY
2023-08-28,8416.251453886538,7663.82354527747,9200.011293096004,SKU0018,BrandF Water,AY
2023-09-04,7097.104717085612,6351.372731681608,7890.273137074063,SKU0018,BrandF Water,AY
2023-09-11,6397.224146633454,5588.777207976059,7111.232481138338,SKU0018,BrandF Water,AY
2023-09-18,6438.657495788773,5703.156589274455,7214.089167667031,SKU0018,BrandF Water,AY
2023-09-25,6743.54505817969,6008.23794588209,7580.1348302126025,SKU0018,BrandF Water,AY
2023-10-02,6792.977180802797,6078.142380534917,7550.995383118065,SKU0018,BrandF Water,AY
2023-10-09,6531.797812919188,5779.62155183922,7354.629937100907,SKU0018,BrandF Water,AY
2023-10-16,6298.447764139151,5549.612128347555,7095.211873528446,SKU0018,BrandF Water,AY
2023-10-23,6352.039747890944,5581.5350881851255,7118.589316754047,SKU0018,BrandF Water,AY
2023-10-30,6584.7659538813305,5793.285265984281,7319.326208824722,SKU0018,BrandF Water,AY
2023-11-06,6705.6767020100115,5956.238661541376,7500.369751471499,SKU0018,BrandF Water,AY
2023-11-13,6601.407341835387,5847.57287389527,7401.789780917211,SKU0018,BrandF Water,AY
2023-11-20,6430.154084648163,5631.9432209609,7177.968607113167,SKU0018,BrandF Water,AY
2023-11-27,6395.093635381592,5632.6571930995115,7207.261221172315,SKU0018,BrandF Water,AY
2023-12-04,6524.695643749409,5749.250705033569,7275.179502519809,SKU0018,BrandF Water,AY
2023-12-11,6704.945459831393,5928.688632945124,7449.811397294259,SKU0018,BrandF Water,AY
2023-12-18,6846.695921488361,6021.948361216757,7596.703777451894,SKU0018,BrandF Water,AY
2023-12-25,6936.610258622865,6153.7955632360845,7706.019122669691,SKU0018,BrandF Water,AY
2023-12-31,5791.719866708612,5059.608602917823,6590.50640809203,SKU0018,BrandF Water,AY
2024-01-07,5682.87347043974,4874.2734287857875,6466.900655772992,SKU0018,BrandF Water,AY
2024-01-14,5427.400600076485,4724.7504813365795,6261.835486088946,SKU0018,BrandF Water,AY
2024-01-21,5176.012206309322,4457.514538713694,5924.619066753491,SKU0018,BrandF Water,AY
2024-01-28,5140.011916525538,4363.029712420215,5948.523570071215,SKU0018,BrandF Water,AY
2024-02-04,5351.005525835681,4544.64048449511,6122.292677160786,SKU0018,BrandF Water,AY
2024-02-11,5586.467854878363,4832.734812327477,6379.052659382248,SKU0018,BrandF Water,AY
2024-02-18,5601.48655128622,4845.891733693466,6311.9509140236505,SKU0018,BrandF Water,AY
2024-02-25,5410.774344220876,4666.1926864859215,6100.649304729506,SKU0018,BrandF Water,AY
2024-03-03,5263.4599539606725,4446.521892282098,6016.716299509296,SKU0018,BrandF Water,AY
2024-03-10,5323.114816447633,4574.381985211737,6138.079043681109,SKU0018,BrandF Water,AY
2024-03-17,5454.489125116323,4707.999114256641,6237.789461947777,SKU0018,BrandF Water,AY
2024-03-24,5404.368108795973,4601.645018673809,6140.44293830296,SKU0018,BrandF Water,AY
2024-03-31,5157.0584432128635,4378.910633720252,5926.194568298553,SKU0018,BrandF Water,AY
2024-04-07,4992.4249196328155,4247.236373562321,5802.267637228896,SKU0018,BrandF Water,AY
2024-04-14,5136.0402555932815,4352.35201799474,5901.0308795816345,SKU0018,BrandF Water,AY
2024-04-21,5436.021350668005,4672.1823950152875,6187.1554061539055,SKU0018,BrandF Water,AY
2024-04-28,5517.6210283854125,4737.913869795088,6213.179627413451,SKU0018,BrandF Water,AY
2024-05-05,5281.121039006977,4545.042866712441,6005.106075290028,SKU0018,BrandF Water,AY
2024-05-12,5133.244161102388,4341.606389601356,5934.203744011145,SKU0018,BrandF Water,AY
2024-05-19,5606.8524819407885,4762.825524169993,6350.463772108478,SKU0018,BrandF Water,AY
2024-05-26,6755.471885759779,6030.974325875801,7509.006057252135,SKU0018,BrandF Water,AY
2024-06-02,8021.880176905968,7165.954580430458,8770.560635210239,SKU0018,BrandF Water,AY
2024-06-09,8759.961445024215,7969.494123429422,9539.604473117453,SKU0018,BrandF Water,AY
2024-06-16,8835.633581193219,8088.422794618565,9538.197620591034,SKU0018,BrandF Water,AY
2024-06-23,8649.520069097103,7849.126640428924,9424.268558575839,SKU0018,BrandF Water,AY
2024-06-30,8611.742874211886,7871.174026167798,9370.695639121635,SKU0018,BrandF Water,AY
2024-07-07,8723.073075935843,7998.638442422679,9464.7400584894,SKU0018,BrandF Water,AY
2024-07-14,8729.32048934885,7980.56400513259,9518.841259390976,SKU0018,BrandF Water,AY
2024-07-21,8574.574208409998,7809.321546517485,9395.541286781496,SKU0018,BrandF Water,AY
2024-07-28,8517.83226896167,7790.494863047545,9273.267422285853,SKU0018,BrandF Water,AY
2024-08-04,8741.204316978303,7945.081906661769,9503.457107851522,SKU0018,BrandF Water,AY
2024-08-11,8969.517486630557,8249.534759862016,9764.15174496942,SKU0018,BrandF Water,AY
2024-08-18,8653.376630094464,7887.071904852611,9412.619113206898,SKU0018,BrandF Water,AY
2024-08-25,7577.516216119245,6814.797138967314,8402.020426573043,SKU0018,BrandF Water,AY
2024-09-01,6192.833415006126,5369.542138971581,6958.828063648475,SKU0018,BrandF Water,AY
2024-09-08,5245.397192450995,4479.367526613666,5950.028459942645,SKU0018,BrandF Water,AY
2024-09-15,5079.51496146051,4351.9810227889075,5826.3745229002,SKU0018,BrandF Water,AY
2024-09-22,5368.278921103096,4657.56759783073,6139.939313169634,SKU0018,BrandF Water,AY
2024-09-29,5532.875529429193,4738.430420694531,6315.756937898521,SKU0018,BrandF Water,AY
2024-10-06,5345.487164684177,4521.422138189475,6140.404994720183,SKU0018,BrandF Water,AY
2024-10-13,5061.192509133953,4281.575416576963,5809.786740359293,SKU0018,BrandF Water,AY
2024-10-20,5016.197154002811,4224.667729388251,5817.51029583931,SKU0018,BrandF Water,AY
2024-10-27,5222.077623193191,4440.451038308138,6050.161816304955,SKU0018,BrandF Water,AY
2024-11-03,5405.516489558865,4636.594911232208,6183.98226252853,SKU0018,BrandF Water,AY
2024-11-10,5366.901643763499,4545.974287631284,6192.314337906125,SKU0018,BrandF Water,AY
2024-11-17,5191.028079815838,4438.975870769852,5969.577775062746,SKU0018,BrandF Water,AY
2024-11-24,5098.757378569613,4263.962808559787,5859.740586698249,SKU0018,BrandF Water,AY
2024-12-01,5184.319252259996,4453.077581742867,5951.59238590607,SKU0018,BrandF Water,AY
2024-12-08,5362.091173850695,4596.3345909700065,6142.04833979045,SKU0018,BrandF Water,AY
2024-12-15,5520.198188243061,4795.832783203049,6315.3405289977545,SKU0018,BrandF Water,AY
2024-12-22,5626.933290841901,4856.6422749623025,6433.032331147552,SKU0018,BrandF Water,AY
2021-01-04,5763.6910819890945,5268.037454345324,6259.068827971333,SKU0026,BrandB Chips,AY
2021-01-11,5195.229485874886,4681.555136987436,5692.443633075156,SKU0026,BrandB Chips,AY
2021-01-18,5140.977610595436,4660.8278109535395,5667.411947681098,SKU0026,BrandB Chips,AY
2021-01-25,5401.789828550658,4896.271148169941,5907.032375127796,SKU0026,BrandB Chips,AY
2021-02-01,5606.88131025684,5090.24274706861,6139.494506676874,SKU0026,BrandB Chips,AY
2021-02-08,5578.866624390581,5057.394669935912,6070.044468424258,SKU0026,BrandB Chips,AY
2021-02-15,5430.634800985014,4924.54145785377,5916.456386957637,SKU0026,BrandB Chips,AY
2021-02-22,5358.160834113195,4866.614184338553,5870.588513346735,SKU0026,BrandB Chips,AY
2021-03-01,5413.480264151829,4949.308398280784,5910.138929967269,SKU0026,BrandB Chips,AY
2021-03-08,5498.147413474922,4987.5322921183315,5982.192507705714,SKU0026,BrandB Chips,AY
2021-03-15,5522.088534451446,5007.618010269206,6058.260897035008,SKU0026,BrandB Chips,AY
2021-03-22,5502.995829281352,4994.839546656861,6006.659385444539,SKU0026,BrandB Chips,AY
2021-03-29,5506.03359542625,4987.800052370021,5967.5083645424165,SKU0026,BrandB Chips,AY
2021-04-05,5538.813860740207,5011.954211463821,6033.4301852979115,SKU0026,BrandB Chips,AY
2021-04-12,5546.882968026144,5002.115255208405,6085.621501060901,SKU0026,BrandB Chips,AY
2021-04-19,5497.475119324236,5005.185683136113,5993.968181840913,SKU0026,BrandB Chips,AY
2021-04-26,5425.3906064082175,4896.326963064422,5885.100864237523,SKU0026,BrandB Chips,AY
2021-05-03,5384.654345747445,4893.575446178562,5919.997008216282,SKU0026,BrandB Chips,AY
2021-05-10,5384.27979401799,4869.320078810638,5880.070344609582,SKU0026,BrandB Chips,AY
2021-05-17,5396.044211379075,4913.102714413095,5903.889686994361,SKU0026,BrandB Chips,AY
2021-05-24,5407.943053536997,4922.382400528487,5918.266888800774,SKU0026,BrandB Chips,AY
2021-05-31,5432.919469226985,4946.970066704158,5914.269203749895,SKU0026,BrandB Chips,AY
2021-06-07,5460.2098350328115,4961.319430289701,5997.704474873044,SKU0026,BrandB Chips,AY
2021-06-14,5436.698415961332,4946.834402028982,5930.3831538188,SKU0026,BrandB Chips,AY
2021-06-21,5331.728060081338,4825.815328528505,5893.560469590739,SKU0026,BrandB Chips,AY
2021-06-28,5208.131794478409,4736.447753263735,5742.313342087541,SKU0026,BrandB Chips,AY
2021-07-05,5184.484873957808,4686.981475194309,5684.352275281024,SKU0026,BrandB Chips,AY
2021-07-12,5304.736502192135,4772.100629519827,5790.868980593606,SKU0026,BrandB Chips,AY
2021-07-19,5469.12793213326,4928.454192755582,5966.530495977198,SKU0026,BrandB Chips,AY
2021-07-26,5528.539349631554,5041.851187488085,6058.572861191685,SKU0026,BrandB Chips,AY
2021-08-02,5446.229346565663,4956.3329988641635,5939.721579218538,SKU0026,BrandB Chips,AY
2021-08-09,5335.408132633396,4824.623680409464,5794.454550254593,SKU0026,BrandB Chips,AY
2021-08-16,5324.1883721061,4803.468196637192,5842.684783780648,SKU0026,BrandB Chips,AY
2021-08-23,5411.753087253023,4876.70990033592,5927.944900668016,SKU0026,BrandB Chips,AY
2021-08-30,5489.886623513938,4992.415066932117,6018.755119641751,SKU0026,BrandB Chips,AY
2021-09-06,5492.216810250449,4971.440887074107,6040.356673393306,SKU0026,BrandB Chips,AY
2021-09-13,5470.340781014978,4942.223672362833,5965.493590298916,SKU0026,BrandB Chips,AY
2021-09-20,5498.346360257167,4987.099535835355,6006.198904683699,SKU0026,BrandB Chips,AY
2021-09-27,5546.29829765076,5074.020922972552,6047.798812272571,SKU0026,BrandB Chips,AY
2021-10-04,5518.001318433569,5041.073560243473,6011.03133803851,SKU0026,BrandB Chips,AY
2021-10-11,5426.9421105487545,4912.06272780155,5925.448280218256,SKU0026,BrandB Chips,AY
2021-10-18,5467.6458190548265,4954.813372612354,6012.456568854366,SKU0026,BrandB Chips,AY
2021-10-25,5834.199613346556,5323.989258543938,6341.881146058436,SKU0026,BrandB Chips,AY
2021-11-01,6461.78028532106,5947.783281286963,6973.522444241516,SKU0026,BrandB Chips,AY
2021-11-08,7015.837366749096,6529.216319234987,7527.273384107222,SKU0026,BrandB Chips,AY
2021-11-15,7199.576483278695,6669.900824207792,7699.668871112477,SKU0026,BrandB Chips,AY
2021-11-22,7062.7880243829,6551.407740842782,7544.669254700286,SKU0026,BrandB Chips,AY
2021-11-29,6947.851207917017,6405.20869715988,7450.447281580264,SKU0026,BrandB Chips,AY
2021-12-06,7100.1267027155955,6585.7619366443505,7625.617415194998,SKU0026,BrandB Chips,AY
2021-12-13,7366.347452905954,6858.998204474917,7893.864912037151,SKU0026,BrandB Chips,AY
2021-12-20,7332.87850822639,6831.928846936892,7819.737047370945,SKU0026,BrandB Chips,AY
2021-12-27,6772.898609058256,6254.841860758911,7255.855485972601,SKU0026,BrandB Chips,AY
2022-01-03,5920.323743900607,5428.1743493384465,6429.502377114426,SKU0026,BrandB Chips,AY
2022-01-10,5271.773799446706,4753.853206495616,5747.763447723716,SKU0026,BrandB Chips,AY
2022-01-17,5129.345372140575,4629.091776427773,5619.754955169505,SKU0026,BrandB Chips,AY
2022-01-24,5361.562208721449,4833.762603924188,5833.553762639092,SKU0026,BrandB Chips,AY
2022-01-31,5598.632976555708,5125.121316673472,6123.35288521923,SKU0026,BrandB Chips,AY
2022-02-07,5610.8040401510225,5137.772194864672,6098.656307428905,SKU0026,BrandB Chips,AY
2022-02-14,5468.255027109768,4944.419462752471,5987.493359472559,SKU0026,BrandB Chips,AY
2022-02-21,5372.701708211494,4856.333633953188,5865.953213223477,SKU0026,BrandB Chips,AY
2022-02-28,5409.802575935497,4880.264981713741,5903.210661412731,SKU0026,BrandB Chips,AY
2022-03-07,5498.28790961224,4971.274221222884,6003.667220574381,SKU0026,BrandB Chips,AY
2022-03-14,5534.900258764604,5004.783703075777,6063.262180746651,SKU0026,BrandB Chips,AY
2022-03-21,5518.449388674375,5026.313537278047,6003.42656466934,SKU0026,BrandB Chips,AY
2022-03-28,5514.478657721449,4979.048514088603,6047.948683442628,SKU0026,BrandB Chips,AY
2022-04-04,5545.062516750848,5037.266775360076,6028.421654387175,SKU0026,BrandB Chips,AY
2022-04-11,5561.737871834068,5008.055953886445,6069.264826595206,SKU0026,BrandB Chips,AY
2022-04-18,5521.821706849925,5010.350784598639,6000.454936738144,SKU0026,BrandB Chips,AY
2022-04-25,5449.304953264463,4941.089984456818,5927.860964927171,SKU0026,BrandB Chips,AY
2022-05-02,5400.620604777516,4881.031254220864,5900.504811178777,SKU0026,BrandB Chips,AY
2022-05-09,5394.738650023276,4905.894695863955,5887.374093526928,SKU0026,BrandB Chips,AY
2022-05-16,5406.261587708906,4899.1628817765695,5934.271248445087,SKU0026,BrandB Chips,AY
2022-05-23,5417.441683589524,4889.095647692358,5965.6715862851215,SKU0026,BrandB Chips,AY
2022-05-30,5439.498888613184,4925.046263224503,5957.463415405821,SKU0026,BrandB Chips,AY
2022-06-06,5469.483198308419,4978.4503883376565,6001.202831029385,SKU0026,BrandB Chips,AY
2022-06-13,5459.221013449209,4960.016181484503,5979.130137149661,SKU0026,BrandB Chips,AY
2022-06-20,5367.209678064422,4852.097275954807,5903.463567469082,SKU0026,BrandB Chips,AY
2022-06-27,5238.356127126744,4700.4193532323025,5739.443143927641,SKU0026,BrandB Chips,AY
2022-07-04,5189.765201176921,4707.228754759558,5708.028826511426,SKU0026,BrandB Chips,AY
2022-07-11,5287.811461413435,4786.613629403924,5766.560537269063,SKU0026,BrandB Chips,AY
2022-07-18,5456.122878898579,4963.909835988052,5985.7090364529995,SKU0026,BrandB Chips,AY
2022-07-25,5541.855431809811,5034.7430066172465,6032.060417196292,SKU0026,BrandB Chips,AY
2022-08-01,5479.855616838787,4945.427149581718,5971.817794338562,SKU0026,BrandB Chips,AY
2022-08-08,5362.702903843296,4857.040541767282,5850.828496551493,SKU0026,BrandB Chips,AY
2022-08-15,5329.166933474287,4796.047515255183,5822.300166641034,SKU0026,BrandB Chips,AY
